Date,AMZN,NVDA,COST
2020-08-14,3148.02002,462.285095,326.42334
2020-08-17,3182.409912,493.186737,329.995483
2020-08-18,3312.48999,490.138489,330.762329
2020-08-19,3260.47998,485.251404,330.907928
2020-08-20,3297.370117,485.351379,330.878784
2020-08-21,3284.719971,507.038483,334.509155
2020-08-24,3307.459961,508.507568,334.043274
2020-08-25,3346.48999,509.696899,334.606232
2020-08-26,3441.850098,510.616364,334.179138
2020-08-27,3400,504.829773,336.207855
2020-08-28,3401.800049,525.597412,338.158966
2020-08-31,3450.959961,534.661987,337.469788
2020-09-01,3499.120117,552.676758,341.08075
2020-09-02,3531.449951,573.690491,348.341492
2020-09-03,3368,520.466248,338.091003
2020-09-04,3294.620117,504.750885,336.411743
2020-09-08,3149.840088,476.379242,328.927704
2020-09-09,3268.610107,508.449799,336.275818
2020-09-10,3175.110107,492.324554,329.578094
2020-09-11,3116.219971,486.436279,329.189819
2020-09-14,3102.969971,514.737976,332.868744
2020-09-15,3156.129883,519.486572,333.829712
2020-09-16,3078.100098,500.432159,333.654999
2020-09-17,3008.72998,498.392761,328.947174
2020-09-18,2954.909912,487.425995,326.112701
2020-09-21,2960.469971,500.542114,329.616913
2020-09-22,3128.98999,505.360718,334.353882
2020-09-23,2999.860107,484.806793,334.528595
2020-09-24,3019.790039,493.774139,336.829132
2020-09-25,3095.129883,514.797913,332.538666
2020-09-28,3174.050049,521.246033,339.372345
2020-09-29,3144.879883,528.873779,341.818481
2020-09-30,3148.72998,541.06012,344.594635
2020-10-01,3221.26001,544.419189,347.953217
2020-10-02,3125,522.335693,344.60437
2020-10-05,3199.199951,545.538818,348.069672
2020-10-06,3099.959961,549.297729,347.846466
2020-10-07,3195.689941,558.39502,352.379517
2020-10-08,3190.550049,553.386475,354.388855
2020-10-09,3286.649902,550.347412,358.630798
2020-10-12,3442.929932,568.871887,365.445038
2020-10-13,3443.629883,569.761658,369.521912
2020-10-14,3363.709961,563.643494,367.250488
2020-10-15,3338.649902,558.634949,365.542114
2020-10-16,3272.709961,552.296875,370.35672
2020-10-19,3207.209961,539.750488,364.552002
2020-10-20,3217.01001,545.658813,367.221375
2020-10-21,3184.939941,540.8302,366.745758
2020-10-22,3176.399902,534.282166,364.73642
2020-10-23,3204.399902,543.449463,363.620148
2020-10-26,3207.040039,525.494751,359.844147
2020-10-27,3286.330078,535.711731,361.795258
2020-10-28,3162.780029,504.930817,354.262695
2020-10-29,3211.01001,520.806152,354.846222
2020-10-30,3036.149902,501.211914,347.804932
2020-11-02,3004.47998,503.08139,354.38913
2020-11-03,3048.409912,520.626221,361.751373
2020-11-04,3241.159912,551.607056,365.845825
2020-11-05,3322,566.232727,374.657166
2020-11-06,3311.370117,582.307922,375.075378
2020-11-09,3143.73999,545.06897,354.982391
2020-11-10,3035.02002,510.649139,356.557922
2020-11-11,3137.389893,536.561462,362.685059
2020-11-12,3110.280029,538.111023,365.398438
2020-11-13,3128.810059,531.7229,368.442535
2020-11-16,3131.060059,540.450317,369.366486
2020-11-17,3135.659912,536.731445,371.438019
2020-11-18,3105.459961,536.991394,371.739532
2020-11-19,3117.02002,537.451233,373.01355
2020-11-20,3099.399902,523.355408,370.659973
2020-11-23,3098.389893,525.444763,371.233795
2020-11-24,3118.060059,518.156921,373.674896
2020-11-25,3185.070068,529.233643,377.108002
2020-11-27,3195.340088,530.293335,377.730438
2020-11-30,3168.040039,535.901672,381.01767
2020-12-01,3220.080078,535.441772,386.796265
2020-12-02,3203.530029,541.619995,382.744263
2020-12-03,3186.72998,535.840027,373.312866
2020-12-04,3162.580078,542.330017,372.694092
2020-12-07,3158,544.27002,372.594299
2020-12-08,3177.290039,534,376.855896
2020-12-09,3104.199951,517.22998,373.552429
2020-12-10,3101.48999,518.890015,372.055359
2020-12-11,3116.419922,520.530029,374.360809
2020-12-14,3156.969971,532.349976,373.642242
2020-12-15,3165.120117,534.419983,371.147156
2020-12-16,3240.959961,529.700012,368.711975
2020-12-17,3236.080078,533.650024,369.560303
2020-12-18,3201.649902,530.880005,366.276764
2020-12-21,3206.179932,533.289978,364.250763
2020-12-22,3206.52002,531.130005,361.316559
2020-12-23,3185.27002,520.369995,361.176849
2020-12-24,3172.689941,519.75,363.861542
2020-12-28,3283.959961,516,370.328766
2020-12-29,3322,517.72998,371.985504
2020-12-30,3285.850098,525.830017,373.712097
2020-12-31,3256.929932,522.200012,376.037506
2021-01-04,3186.629883,524.539978,379.400848
2021-01-05,3218.51001,536.190002,374.999542
2021-01-06,3138.379883,504.579987,369.290802
2021-01-07,3162.159912,533.76001,367.194977
2021-01-08,3182.699951,531.070007,369.210968
2021-01-11,3114.209961,544.859985,363.292664
2021-01-12,3120.830078,539.390015,363.4823
2021-01-13,3165.889893,541.27002,366.226868
2021-01-14,3127.469971,528.01001,361.635956
2021-01-15,3104.25,514.380005,361.44632
2021-01-19,3120.76001,521.01001,353.771454
2021-01-20,3263.379883,534.630005,360.587982
2021-01-21,3306.98999,554.700012,362.085022
2021-01-22,3292.22998,548.5,361.586029
2021-01-25,3294,546.130005,361.16687
2021-01-26,3326.129883,537.409973,364.260773
2021-01-27,3232.580078,516.710022,355.687683
2021-01-28,3237.620117,522.039978,356.356354
2021-01-29,3206.199951,519.590027,351.735474
2021-02-01,3342.879883,529.47998,349.829224
2021-02-02,3380,542.27002,354.879272
2021-02-03,3312.530029,541.219971,354.51001
2021-02-04,3331,546.570007,355.850006
2021-02-05,3352.149902,543.640015,355.170013
2021-02-08,3322.939941,577.549988,359.829987
2021-02-09,3305,570.530029,359.559998
2021-02-10,3286.580078,590.570007,356.119995
2021-02-11,3262.129883,610.030029,352.200012
2021-02-12,3277.709961,598.450012,352.75
2021-02-16,3268.949951,613.210022,354
2021-02-17,3308.639893,596.23999,358.040009
2021-02-18,3328.22998,593.159973,356.920013
2021-02-19,3249.899902,597.059998,354.769989
2021-02-22,3180.73999,574.22998,350.209991
2021-02-23,3194.5,565.679993,342.149994
2021-02-24,3159.530029,579.960022,340.700012
2021-02-25,3057.159912,532.299988,333.899994
2021-02-26,3092.929932,548.580017,331
2021-03-01,3146.139893,553.669983,331.769989
2021-03-02,3094.530029,536.25,328.459991
2021-03-03,3005,512.190002,323.920013
2021-03-04,2977.570068,494.809998,319.040009
2021-03-05,3000.459961,498.459991,317.320007
2021-03-08,2951.949951,463.730011,311.420013
2021-03-09,3062.850098,500.809998,318.779999
2021-03-10,3057.639893,498.730011,323.829987
2021-03-11,3113.590088,519.73999,328.649994
